Title;Description;Asset type;Tags
B&R - 8FLI41.3232 - back-right;B&R ACOPOS 6D;Photos;Mechatronic Systems,ACOPOS 6D,ACOPOS 6D collection,b&r,mechatronics,ACOPOS6D,ABB B&R
MOTR Łódź Plant Photoshoot - 1;;Photos;Łódź,traction,Poland factory,MOTR,traction converters,traction batteries,Lodz
Segments - Acquaculture 2;AdobeStock_205259674;Photos;sea,coastline,fjord,structure,plant,farm,ocean,fishing,fresh,salmon,europe,mountain,norway,scenic,blue,nature,seafood,development,environment,bay,boat,marine,fishery,norwegian,cold,water,round,ship,food,floating,arctic,aquaculture,cloud,bergen,growth,farming,summer,business,fish,Adobe Stock,industry segments,circle,segments,trout,commercial,industry,net,natural,terrain,coast,island
NASCAR media images - 08;;Photos;race,engineered to outrun,car,nascar,motorsport,sport,electrification,race car,abb,electric car
MOLM Helsinki Factory Manufacturing - 9;Images from the Helsinki factory photoshoot.;Photos;ABB employee,Finland,factory worker,factory,working,manufacturing,engineer,people,Helsinki
CN MOIM - 9;;Photos;factory,CN,MOIM
A very serious young person is holding a lgbtq flag in a street of London;;Photos;identity,fashion,diversity,model,young man,equality,urban,flag,buildings,portrait,individuality,standing,trendy,one person,London,lgbt,appearance,sunny,serious,confident,freedom,Adobe Stock,power,posing
ELSE Dalmine 17;;Photos;electrification service,ELSE,woman,electronics,glasses,factory,EL,electrification,service,person,EL service,female
Drives factory Helsinki, view 1;Drives factory Helsinki, view to System Drives manufacturing lines;Photos;motion,drives,factory,finland,system drives,view,manufacturing line
B&R - Adaptive manufacturing technologies - 11;;Photos;codian robot,Codian,robot,adaptive manufacturing,digital twin,technologies,pick & place,technology,manufacturing,demo unit,B&R,delta robot
AdobeStock_625890017;Sprawling agricultural farm with fields of crops, tractors, and machinery involved in food production for a growing population. AI generated.;Photos;machinery,harvesting,landscape,health,population,farm,irrigation,management,pesticides,precision,tractors,growing,modern,plowing,vegetables,sustainable,supply,agribusiness,production,fruits,food,agriculture,rotation,agricultural,grain,rural,technology,planting,farming,soil,crop,fields,techniques,dairy,Adobe Stock,sprawling,harvest,livestock,seeding,combine,organic,cultivation,ai generated,equipment,poultry,harvester,countryside,fertilizers
Baden & Turgi Photoshoot 40;;Photos;motion,factory,Baden,photoshoot,Turgi,Switzerland
B&R - X20 controller - 07;;Photos;PLC,PLC systems,X20 IO,X20 CPU,controller,X20 controller,programmable logic controller,X20 PLC,B&R
AdobeStock_175031174;Portrait of mature businesswoman working on desktop;Photos;european,office,worker,Woman,looking at camera,mature,computer,Indoors,portrait,People,secretary,working,professional,desktop,one person,Employee,60 years old,senior,confident,Smiling,active,Adobe Stock,businesswoman,Business,Smart,accountant
ABB Future of work 0390 ;;Photos;working people,Employer Branding,robot,indoor,future of work,programming,Woman,study,testing,People,working,Employer Branding campaign,Employee,Looking,picking,Employees,day,robots,checking
Drives factory Helsinki, System Drives, Cabinets;Drives factory Helsinki, System Drives, Cabinet Drives, manufacturing;Photos;repairing,employee,woman,drives,factory,finland,working,cabinet,safety workwear,manufacturing,engineer,people,helsinki
ABB EB CRYSTAL-MIN WIND POWER 10;;Photos;Employer Branding,Crystal,HR Manager,Employer Branding campaign,ABB People,HR,wind power
MOLM Helsinki Factory AMG - 9;AMG generator in the Helsinki factory.;Photos;Finland,employee,worker,factory,AMG,working,manufacturing,engineer,people,generator,Helsinki
B&R - Headquarters heat pump 2023;B&R Headquarters heat pump 2023. Drone shot.;Photos;drone aerial shot,drone,drone shot,B&R headquarters,drone view,B&R,heat pump,headquarters
Customer solutions - Smart Distribution 3 ;Concept of an energy storage system based on electrolysis of hydrogen in a clean environment with photovoltaics, wind farms and a city in the background. 3d rendering.;Photos,3D;environmentally,Clean,unit,Industrial,plant,Sustainable,Nature,field,Turbine,Friendly,Electric,grassy,Grid,energy,environment,forest,Industry,construction,carbon,sustain,System,Storage,tree,gas,sustaining,Tank,3d rendering,Skyscraper,Eco,environmental,Hydrogen,Wind,Waste,emission,Pollution,Electricity,Renew,smart distribution,ecology,deal,h2,Technology,Neutral,building,power,Smart,container,green,city,customer solutions,renewable,Meadow
AdobeStock_550322914;;Photos;cellphone,using,technician,connected,job,manufacture,hardhat,employee,development,woman,electronics,worker,inspector,innovation,factory,thinking,production,portrait,internet,digital,typing,professional,research,technology,happy,phone,laboratory,social media,safety,messages,facility,social network,smartphone,manager,engineer,online,business,Adobe Stock,specialist,work,industrial,examine,AdobeStock,female,industry,operator,machine,mobile
MOLM Västerås Factory Manufacturing - 37;Images from the MOLM Västerås factory photoshoot.;Photos;ABB employee,AMS,MOLM,AMS synchronous motor,worker,factory worker,factory,Västerås,synchronous motor,working,engineer,ABB Sweden,ABB Machines,people
AdobeStock_637953761;Man, engineering laptop and data center, server room inspection or system solution, coding and business network. IT person on computer for tech upgrade, gdpr programming and hardware problem solving.;Photos;problem solving,security,technician,electricity,job,server,networking,man,data center,tech,worker,software,data,programming,it,cyber,server room,computer,developer,internet,network,hardware,system,working,engineering,problem,research,technology,information,connection,service,storage,safety,person,upgrade,maintenance,coding,engineer,solution,online,business,Adobe Stock,programmer,power,work,gdpr,check,machine,laptop,inspection,code
AdobeStock_608210826;Group of young people enjoy a fun coffee date together in a cozy cafe, chatting and catching up on each other's lives. Three happy friends hanging out together on a weekend.;Photos;social,enjoying,energy efficiency movement,man,electfification,talking,chatting,cafe,coffee,energy,restaurant,socializing,together,women,lifestyle,efficiency,happy,movement,leisure,casual clothing,friendship,smile,group,smiling,Adobe Stock,people,friends,female,coffee shop,male,social gathering,hanging out,fun
ABB Future of work 1168 ;;Photos;working people,Employer Branding,robot,flexpendant,collaboration,single-armed YuMi,talking,indoor,future of work,testing,People,women,Employer Branding campaign,Employee,YuMi,Employees,day,robots,tablet,checking
EVP technical - main photo digital 4;Scroll down to download print version.;Photos;Employer Branding,marketing,Service,Employer Branding campaign,HR,marketing materials,ABB employer branding
EVP technical - main photo digital 4;Scroll down to download print version.;Photos;Employer Branding,marketing,Service,Employer Branding campaign,HR,marketing materials,ABB employer branding
B&R - Adaptive manufacturing technologies - 20;;Photos;unit,adaptive manufacturing,technologies,technology,manufacturing,demo unit,demo,B&R
Little Book of Low Carbon Ideas - Vertical 9:16;;Photos;horizontal,9:16,book cover,vertical,download,carbon,digital,little book,ideas,climate champion,low carbon,book,power of together
Little Book of Low Carbon Ideas - Vertical 9:16;;Photos;horizontal,9:16,book cover,vertical,download,carbon,digital,little book,ideas,climate champion,low carbon,book,power of together
Employer Branding_Information Systems_CMYK_1;Images to be used for Employer Branding and HR Marketing purposes - CMYK files (batch 1);Photos;Employer Branding,marketing,human resources,cmyk,information,Employer Branding campaign,HR,systems,information systems,marketing materials,ABB employer branding
Industry - Chemical 1;Industrial silos for chemical production, by stainless steel.;Photos;structure,manufacture,store,tank,metallic,process,tower,construction,factory,stainless,metal,ladder,production,compartment,produce,storage,closeup,business,building,Adobe Stock,work,steel,warehouse,container,industrial,iron,industry,chemical
ABB AROSA SIDE 60834 ret;;Photos;snow view,cable railway,progress,cableway,winter,skiing,Arosa,sideshots,snow
B&R - Acopostrak Shuttle;Mechatronic system;Photos;Mechatronic Systems,ACOPOStrak,shuttle,ACOPOS,B&R,ABB B&R
Baden & Turgi Photoshoot 4;;Photos;motion,factory,Baden,photoshoot,Turgi,Switzerland
ABB Ability 4;;Photos;Condition Monitoring,digital Powertrain,Smart Sensor
Employer Branding_Early Talents_11;Images to be used for Employer Branding and HR Marketing purposes;Photos;employer branding,marketing,early talents,man working,human resources,HR,employer branding campaign,marketing materials,ABB employer branding
B&R - Cyprien Reminiac 2024;;Photos;linkedin quote,website,Cyprien Reminiac,Business Portrait,quote,Product manager,product management,B&R employees,B&R,business people
B&R - Less waste with better images;;Photos;Cluttermatching,B&R
B&R - ACOPOStrak high-speed diverter - 1;ACOPOStrak diverters make it easy to divide and merge product flows. Fully electronic actuation means they are 100% free of wear and maintenance.;Photos;SPS 2023,diverter,battery production,ACOPOStrak diverter,Product demo,battery cell,ACOPOStrak shuttles,electrification,demo unit,demo,B&R
Bilder ABB;;Photos;codian robot,Robotics goes multicore,D4,robot,Codian D4,multicore,Innovations Brochure 2024,B&R,robotics
B&R - Codian-Scara - 2025 08 HighRes;;Photos;codian robot,Codian,SCARA,scara robot,kinematics,B&R,robotics
ABB Ability Electrification hero image 4;This image can be used only for ABB Ability Electrification Solutions – Digital power for human progress materials.;Photos;ABB Ability
AdobeStock_67431272;;Photos;aerial,landscape,scycrapers,city landscape,tokyo,tokyoview,view,Adobe Stock
B&R - AdobeStock_1168153922;Robotic engineer automatic mechanic checking quality system of automation robot arms machine in factory. Service programming machinery welding robots in production at factory industry.;Photos;machinery,robotic,automated,robot,technician,future,intelligence,man,arm,technical,electronic,tech,worker,software,programming,process,repair,innovation,construction,factory,control,production,hardware,supervisor,science,system,automatic,futuristic,engineering,artificial,technology,automation,service,helmet,manufacturing,operation,B&R,maintenance,engineer,Adobe Stock,robotics,people,work,industrial,AdobeStock,equipment,industry,tablet,machine,line,setup,checking
AdobeStock_541847003;Modern cement trailer near warehouse of production plant on sunny day. Industrial complex to manufacture lime bricks and concrete foam blocks.;Photos;structure,plant,transportation,manufacture,cement,blue,ramp,sky,lorry,tower,material,delivery,factory,production,foam,truck,concrete,engineering,complex,technology,produce,cloud,manufacturing,infrastructure,storage,vehicle,block,sunny,facility,construct,carbonate,building,Adobe Stock,warehouse,container,industrial,day,heavy,brick,commercial,product,bulk
